transport_mode,distance_km,weather,time_of_day,co2_kg
2,10.99,0,7,0.429
0,3.43,1,3,0.55
3,19.27,0,22,1.453
1,29.54,1,18,2.898
1,2.32,0,23,0.227
2,17.97,0,7,0.638
1,12.39,1,13,1.336
4,29.87,1,18,0.033
3,7.71,0,0,0.473
4,14.75,0,23,0.012
0,25.86,1,11,5.34
2,20.58,0,7,0.596
4,17.43,0,23,0.021
0,7.19,0,15,1.57
3,25.84,0,15,1.509
4,2.89,0,2,0.01
2,25.75,0,15,1.122
4,8.51,0,22,0.011
2,14.46,1,21,0.447
3,24.95,0,21,1.083
2,6.76,0,23,0.345
1,7.08,0,3,0.665
0,7.63,0,19,2.01
2,26.54,1,14,0.73
0,24.24,0,3,4.15
1,12.12,0,7,0.845
0,24.22,1,8,6.514
3,10.3,1,17,0.422
2,21.54,0,7,0.603
0,29.03,1,19,4.686
4,21.36,0,10,0.016
1,25.68,1,2,1.953
4,16.21,1,9,0.018
0,9.65,0,18,1.692
0,3.79,1,2,0.74
4,8.05,0,19,0.011
1,13.87,1,12,1.121
3,29.63,0,5,1.298
2,2.65,1,8,0.085
0,6.76,0,2,1.55
1,0.58,0,5,0.043
1,11.92,0,6,0.946
0,3.54,0,7,0.885
4,18.82,0,21,0.035
1,19.74,0,0,1.602
4,9.09,1,13,0.015
2,26.38,0,12,1.223
4,3.83,0,3,0.01
4,3.88,0,11,0.01
3,13.68,0,22,0.739
2,6.35,1,0,0.332
1,2.71,1,18,0.344
3,2.4,1,14,0.174
0,23.05,1,2,4.683
3,17.0,1,13,1.095
0,28.08,1,13,4.035
4,1.66,1,12,0.01
1,8.81,0,13,0.633
0,28.35,1,20,4.96
3,14.87,0,12,0.691
3,21.9,0,9,1.127
2,17.87,1,15,0.484
1,4.65,0,15,0.332
4,13.81,1,9,0.018
3,13.88,1,21,0.74
4,29.68,1,5,0.035
1,12.23,0,18,1.108
2,10.03,0,11,0.287
3,4.54,0,22,0.279
2,23.26,0,21,0.722
3,1.27,1,12,0.078
4,14.1,1,22,0.019
4,12.05,1,19,0.017
2,10.5,0,7,0.343
3,16.93,0,19,0.853
0,24.73,1,6,4.875
2,9.39,0,5,0.453
4,8.5,1,21,0.012
0,14.94,1,19,4.607
1,2.68,1,12,0.242
2,8.21,1,0,0.321
1,0.97,1,0,0.093
3,19.72,0,8,1.156
0,1.81,1,7,0.261
2,20.72,1,5,1.07
0,19.0,1,21,6.559
3,28.53,0,3,1.88
3,1.76,0,1,0.126
0,10.79,1,19,2.74
4,29.59,0,22,0.047
2,29.35,1,0,1.264
2,3.21,0,9,0.1
2,22.2,0,13,1.099
2,9.29,0,2,0.387
3,1.59,1,22,0.082
2,3.63,1,18,0.194
3,8.53,0,20,0.276
2,25.11,0,15,0.623
3,13.3,0,5,0.728
4,11.08,1,21,0.015
1,20.31,1,2,1.73
0,6.0,1,11,0.899
2,21.15,0,0,0.815
1,19.21,0,2,1.526
2,14.6,0,0,0.691
0,3.51,1,9,0.529
1,1.72,1,10,0.146
4,1.46,1,0,0.01
1,16.85,1,12,1.618
4,20.75,0,21,0.016
3,2.96,0,1,0.18
1,6.93,0,9,0.544
4,14.1,0,14,0.011
3,8.4,0,22,0.311
3,26.18,0,18,1.449
4,24.24,0,19,0.015
1,25.96,1,19,2.41
4,24.75,0,18,0.051
2,24.46,1,8,1.244
1,25.88,0,20,1.959
2,26.72,1,3,1.294
3,8.08,1,23,0.507
0,25.99,1,21,5.535
2,20.7,0,22,0.74
0,10.23,0,5,2.165
3,11.52,0,10,0.416
0,7.75,0,15,1.243
0,20.62,0,12,4.758
0,23.83,1,9,5.905
0,2.22,0,4,0.474
4,11.78,0,19,0.011
0,29.37,1,3,7.523
0,19.3,1,12,2.74
4,19.82,1,2,0.032
2,15.87,0,20,0.533
0,23.25,1,4,5.716
4,21.62,1,15,0.015
3,3.44,0,14,0.127
3,20.29,0,5,0.867
2,6.19,1,5,0.304
4,8.0,0,3,0.017
3,27.27,1,7,1.664
2,8.49,0,6,0.225
3,10.76,0,9,0.435
1,21.63,1,19,2.851
3,25.59,0,13,1.595
0,1.74,1,10,0.28
4,17.58,0,2,0.01
2,3.88,1,12,0.096
4,14.02,0,8,0.02
1,25.52,1,12,2.211
3,15.83,0,10,0.529
0,1.71,1,14,0.223
0,6.4,0,23,1.51
0,19.02,1,17,5.567
0,22.76,1,12,5.184
0,7.01,1,18,2.241
4,10.66,1,19,0.015
4,14.89,0,1,0.011
3,13.75,1,18,0.466
1,2.08,1,11,0.197
1,7.29,1,16,0.536
0,27.59,1,11,8.548
2,24.98,1,2,1.285
0,5.05,1,17,1.516
0,19.21,1,17,5.735
3,25.83,1,0,1.109
3,10.1,0,1,0.51
0,19.08,0,14,4.287
0,12.17,0,11,1.875
2,7.63,1,15,0.253
3,29.58,0,14,1.582
0,25.82,1,2,3.989
3,2.87,1,14,0.138
3,25.26,0,14,1.081
2,29.49,1,16,1.012
3,2.31,1,14,0.156
3,29.53,1,17,1.412
3,9.99,0,15,0.684
0,28.58,0,2,7.238
0,8.21,1,3,1.604
1,0.69,1,6,0.046
4,16.15,0,5,0.01
2,6.43,1,20,0.16
2,18.53,0,6,0.397
3,24.73,1,1,1.396
4,10.48,1,13,0.02
2,27.93,1,14,1.465
4,22.44,1,9,0.041
1,5.49,0,8,0.454
3,2.4,1,21,0.134
0,0.72,0,19,0.198
3,17.08,0,7,1.024
0,15.61,1,5,3.991
4,23.17,1,6,0.014
3,13.19,0,1,0.769
2,26.0,1,2,1.401
1,13.39,1,10,1.132
3,23.34,0,0,1.392
2,13.89,1,21,0.387
1,8.98,0,17,0.722
0,25.43,1,6,5.055
1,18.15,1,3,1.777
1,10.49,1,9,0.97
3,2.56,1,1,0.09
1,29.46,0,19,2.587
0,25.31,0,14,6.094
1,19.48,0,18,1.792
4,21.76,0,20,0.046
3,3.35,0,19,0.203
1,20.86,0,19,1.668
4,11.74,1,22,0.021
2,4.31,1,22,0.209
2,21.26,0,13,0.539
4,21.53,0,6,0.015
3,18.77,0,12,1.283
4,25.1,1,10,0.021
1,16.53,0,14,1.592
1,27.29,1,12,2.784
3,7.77,0,10,0.409
4,4.94,0,14,0.01
4,11.93,0,17,0.01
3,11.55,0,5,0.676
2,9.01,1,17,0.483
2,4.31,0,23,0.176
4,15.09,1,20,0.01
3,18.99,0,12,0.964
2,6.0,0,6,0.239
0,10.01,0,19,2.318
1,23.74,0,6,1.571
3,10.16,1,18,0.8
0,13.6,0,10,3.811
0,11.66,1,0,3.177
1,20.52,1,19,2.524
3,16.58,1,8,1.347
1,23.54,0,2,2.545
3,18.4,0,0,1.336
4,3.16,0,16,0.01
1,24.06,0,20,2.103
2,1.16,0,11,0.035
2,3.52,1,1,0.106
2,21.65,0,23,1.043
0,29.81,1,22,7.112
3,12.74,0,6,0.529
2,18.15,1,13,0.809
0,1.07,1,15,0.246
0,5.6,0,6,0.851
1,29.73,1,11,3.361
3,12.94,1,20,0.812
1,14.56,0,23,1.362
0,12.62,1,18,2.909
0,13.72,1,1,3.613
2,3.07,0,1,0.093
0,12.2,0,12,2.141
1,7.62,1,10,0.689
4,21.14,0,7,0.016
0,8.34,0,8,1.38
4,10.19,1,20,0.021
3,27.3,0,15,1.787
4,26.9,0,17,0.024
3,19.55,1,12,1.509
3,1.1,1,8,0.051
1,6.59,1,2,0.547
1,5.88,1,23,0.528
4,24.13,1,7,0.035
3,0.89,0,15,0.051
0,6.58,1,15,0.987
4,18.93,1,9,0.022
4,15.02,1,15,0.027
3,10.5,0,23,0.615
2,14.99,1,19,0.71
1,26.69,0,1,2.43
2,27.54,0,0,1.172
2,28.42,1,12,0.899
3,7.86,0,20,0.502
0,19.53,1,16,3.66
1,10.75,1,20,1.16
1,25.34,1,2,2.092
0,9.34,1,8,1.504
3,24.41,1,10,1.736
3,23.62,0,3,1.564
4,15.24,1,6,0.027
0,15.45,0,3,3.202
2,2.68,1,16,0.088
3,20.5,1,1,0.703
2,8.69,1,15,0.218
3,12.11,0,11,0.814
3,26.91,1,23,1.813
0,10.64,1,7,2.459
4,25.38,0,5,0.022
2,2.71,0,11,0.111
2,24.12,0,16,0.805
3,14.32,1,6,0.527
2,16.37,0,5,0.586
1,3.06,0,0,0.224
1,22.52,1,7,2.453
1,11.83,1,11,1.424
2,1.22,0,8,0.032
1,24.44,1,7,2.087
4,1.76,0,10,0.01
3,20.18,1,21,0.932
4,26.85,1,8,0.034
3,23.6,1,20,1.009
0,4.12,0,8,0.547
3,8.39,0,19,0.252
3,20.95,0,10,1.203
4,19.85,0,21,0.011
3,9.26,1,11,0.632
0,24.46,0,22,3.198
1,10.35,1,4,0.971
1,10.08,1,6,0.957
0,3.63,1,23,0.901
2,6.13,0,17,0.26
1,13.17,1,9,1.627
0,10.25,1,20,2.231
0,22.74,0,10,5.865
0,1.99,0,14,0.399
2,25.93,1,17,0.717
0,13.18,1,22,3.737
1,8.07,1,18,0.766
4,17.77,1,18,0.025
3,18.66,0,19,0.855
4,16.21,1,20,0.028
0,10.19,0,3,1.436
2,29.55,1,21,1.422
4,7.56,1,5,0.012
3,25.28,0,13,0.912
2,11.26,0,0,0.259
1,7.86,0,17,0.571
3,23.64,0,16,1.541
0,7.05,0,8,1.084
4,27.7,0,2,0.042
3,4.8,0,3,0.248
4,28.77,0,15,0.055
1,10.92,1,20,1.464
0,12.76,0,16,3.019
2,16.19,0,14,0.36
1,17.18,1,4,1.652
0,17.94,1,15,4.002
4,6.97,1,3,0.01
0,15.38,1,6,2.853
3,13.84,0,0,0.623
2,3.28,1,22,0.161
0,15.83,1,11,3.626
3,17.26,0,22,0.986
3,19.02,0,5,0.944
3,11.68,0,18,0.356
3,26.32,1,11,1.53
1,15.86,0,3,1.341
0,29.38,0,15,6.027
2,19.78,0,4,0.39
2,21.5,0,4,0.946
1,11.65,0,5,0.93
3,21.87,0,9,1.086
3,8.49,0,1,0.392
4,16.91,1,22,0.014
4,22.46,1,15,0.037
4,14.45,0,10,0.016
3,2.57,1,12,0.135
0,10.7,0,5,1.515
1,4.96,0,6,0.305
3,14.92,1,4,0.909
1,22.58,0,13,1.982
4,16.63,1,8,0.035
1,6.09,0,8,0.62
3,5.77,1,19,0.263
0,13.9,1,6,3.763
4,7.45,1,4,0.013
3,1.06,1,9,0.047
2,10.77,1,1,0.596
1,11.29,1,13,1.117
0,13.31,1,17,2.663
1,4.67,0,6,0.43
3,6.81,1,14,0.335
2,10.89,0,12,0.508
3,17.59,1,16,1.431
4,19.5,0,15,0.031
1,5.78,0,2,0.486
2,4.8,0,22,0.186
2,1.97,1,14,0.105
3,28.52,0,23,1.594
2,11.43,1,4,0.286
4,20.45,0,4,0.037
3,11.73,0,20,0.537
0,28.32,1,21,8.484
0,2.51,0,1,0.371
4,25.68,1,16,0.02
0,8.9,1,11,1.501
1,19.72,1,7,1.603
3,27.78,1,20,1.194
0,21.85,0,2,3.532
4,19.64,1,19,0.033
4,8.69,0,1,0.011
0,21.09,1,6,4.804
1,17.44,0,20,1.468
2,22.7,0,11,1.008
2,11.14,0,19,0.368
3,10.87,0,10,0.474
4,15.17,0,3,0.03
0,14.72,0,7,3.43
3,5.07,0,18,0.198
3,20.32,1,15,1.071
2,20.41,0,13,0.75
4,29.49,1,3,0.048
3,4.78,0,23,0.199
0,2.9,0,8,0.761
3,4.39,1,3,0.19
3,8.76,0,23,0.45
1,26.61,0,10,3.061
3,4.29,1,9,0.281
3,22.51,1,3,0.939
4,0.73,0,5,0.01
0,24.46,1,17,6.583
4,8.49,0,3,0.015
4,27.48,0,5,0.052
1,10.04,1,14,0.925
4,25.08,0,12,0.032
0,6.57,0,19,1.398
2,14.88,0,23,0.352
3,25.51,1,21,1.923
2,0.88,1,12,0.028
2,29.2,1,13,1.324
2,6.56,0,22,0.303
4,20.75,1,8,0.026
0,2.67,0,7,0.698
0,11.92,1,18,3.628
0,8.4,1,12,1.388
1,21.52,0,23,1.703
2,22.17,1,9,1.234
4,2.68,0,22,0.01
1,19.59,1,12,1.37
0,10.93,0,6,2.542
3,27.69,1,6,1.206
0,27.19,1,15,6.154
2,11.06,0,2,0.293
2,29.75,1,13,1.322
0,26.92,1,2,7.422
0,18.61,1,12,4.606
2,22.73,0,14,0.983
4,12.8,0,4,0.019
1,9.1,0,16,0.806
1,9.3,0,7,0.81
1,12.05,0,11,0.848
1,27.12,1,23,2.223
3,8.26,1,14,0.606
1,21.28,0,8,1.557
0,28.27,1,14,8.274
3,8.19,1,2,0.391
3,18.38,0,3,0.995
3,27.28,1,2,1.991
1,3.98,0,7,0.284
3,4.23,1,19,0.265
0,5.47,0,15,0.827
3,26.75,0,1,0.933
1,7.33,1,18,0.976
4,4.56,1,19,0.01
3,6.48,1,16,0.271
3,27.72,1,10,1.094
4,26.56,1,4,0.028
3,21.9,0,16,1.027
0,19.26,1,22,5.03
1,0.69,1,17,0.071
1,24.79,0,16,1.875
0,3.57,0,18,0.832
4,15.03,1,7,0.027
0,20.96,1,4,3.183
1,5.04,1,6,0.528
3,14.27,1,21,0.826
3,15.53,1,5,0.576
2,28.79,1,2,1.104
4,14.7,1,10,0.025
1,18.83,0,15,1.623
0,13.57,1,21,2.744
3,19.03,0,19,0.661
2,10.1,0,14,0.213
2,23.07,0,0,0.83
0,5.79,0,9,0.996
1,6.88,1,21,0.572
1,15.21,0,17,1.564
2,20.24,0,5,0.435
1,15.78,0,1,0.964
0,22.73,0,23,3.879
0,28.47,0,9,5.774
4,11.57,1,12,0.026
4,7.33,0,20,0.01
0,11.24,0,12,2.786
3,23.25,1,21,1.826
3,24.34,1,3,1.405
1,15.58,0,1,1.327
0,19.76,0,17,4.457
3,3.31,0,21,0.168
3,3.06,0,7,0.168
1,28.17,1,6,2.238
2,14.66,0,14,0.468
2,9.25,0,6,0.273
4,1.97,0,1,0.01
0,21.71,1,20,7.105
2,5.29,1,20,0.233
1,9.7,0,23,0.799
4,10.71,0,20,0.014
1,0.81,1,8,0.073
2,0.66,1,6,0.03
0,26.05,0,6,6.936
1,5.0,0,18,0.402
4,7.69,0,1,0.011
4,17.09,1,19,0.027
1,7.28,1,8,0.841
4,16.43,1,14,0.013
1,21.05,1,8,2.147
0,7.16,1,21,2.011
3,6.58,1,23,0.347
1,3.13,0,23,0.202
3,5.15,0,20,0.346
0,3.37,0,5,0.676
0,26.64,0,13,5.63
0,13.78,1,18,3.693
3,4.85,0,14,0.293
0,2.04,0,0,0.393
3,2.73,1,0,0.14
3,2.03,0,7,0.115
1,28.89,1,7,3.148
2,20.5,0,16,0.754
1,11.55,1,6,1.082
1,6.53,0,14,0.608
2,0.78,0,20,0.022
4,25.86,1,16,0.021
0,27.06,0,9,7.028
3,2.99,1,22,0.126
3,23.34,0,6,1.109
3,8.16,1,18,0.327
0,12.38,1,5,3.167
0,24.44,0,1,6.162
0,0.99,0,0,0.23
2,16.27,0,20,0.523
1,9.49,1,20,1.189
2,3.79,0,18,0.126
0,4.11,0,23,1.047
1,3.08,0,4,0.21
0,4.2,1,12,0.621
1,7.71,0,20,0.765
2,7.42,1,18,0.173
1,20.01,1,22,1.476
1,16.06,1,3,1.247
4,12.57,0,19,0.011
4,23.03,1,12,0.016
2,18.51,1,16,0.514
2,21.06,0,23,0.998
3,22.18,0,7,1.01
3,17.14,1,10,0.635
3,25.74,0,20,1.042
4,20.77,1,2,0.034
1,26.91,1,5,3.025
1,22.19,1,11,1.776
3,29.98,0,23,2.096
2,17.43,1,1,0.499
0,1.46,1,19,0.322
4,25.91,1,21,0.045
0,22.09,1,8,6.447
3,24.53,0,6,1.014
2,28.51,0,2,0.862
3,6.64,1,9,0.497
2,22.22,0,9,0.723
0,2.85,1,21,0.467
2,15.84,0,6,0.657
1,21.49,1,12,2.228
0,1.15,1,7,0.258
1,3.51,0,16,0.268
3,6.06,1,3,0.208
4,7.55,1,20,0.015
4,7.28,0,23,0.016
2,9.15,1,10,0.337
3,29.51,0,7,1.724
0,19.97,0,5,4.57
1,27.92,0,12,2.009
2,21.24,1,15,1.182
3,21.38,0,0,1.376
0,29.95,0,9,8.221
3,15.36,1,21,1.09
0,26.93,1,14,3.9
2,5.97,0,15,0.16
3,18.35,0,3,1.046
1,27.34,1,8,2.627
0,2.9,1,0,0.673
2,17.17,1,6,0.608
2,1.28,1,1,0.056
2,22.69,0,11,1.229
0,29.43,0,23,4.346
3,17.93,0,8,0.815
2,19.94,1,21,0.724
0,28.72,0,9,3.934
2,6.8,1,20,0.2
4,5.03,0,11,0.01
0,4.25,1,4,0.879
3,13.2,0,4,0.605
0,19.71,1,22,3.088
2,5.89,1,22,0.167
4,18.15,0,18,0.035
2,10.94,1,16,0.412
2,6.45,1,13,0.325
1,1.3,0,8,0.105
1,15.3,1,4,1.21
4,24.65,0,23,0.045
4,3.23,0,20,0.01
1,20.36,1,6,1.896
4,11.37,0,5,0.01
3,19.75,0,13,0.695
2,27.3,0,9,1.256
2,18.07,1,10,0.449
0,5.29,1,12,1.069
0,8.85,0,14,2.167
4,13.23,1,14,0.028
0,26.28,1,19,4.469
4,7.78,0,0,0.01
1,28.04,1,1,3.262
3,8.08,0,0,0.331
0,8.9,1,18,1.966
0,6.84,1,21,1.555
0,14.05,0,13,2.536
4,18.71,1,15,0.035
1,10.52,0,8,0.958
1,9.07,1,1,0.711
2,9.31,1,8,0.311
2,18.32,0,14,0.895
1,2.59,1,3,0.211
4,4.34,0,22,0.01
2,7.72,1,21,0.35
4,25.21,0,7,0.034
2,26.63,0,7,0.616
0,24.55,1,8,6.506
2,9.22,0,22,0.484
4,5.08,1,18,0.01
2,10.55,1,18,0.614
1,9.39,1,23,0.663
4,26.33,1,17,0.027
3,11.74,1,9,0.868
3,18.99,1,14,1.226
3,20.12,0,8,0.989
0,23.52,0,18,5.48
3,26.35,1,5,1.054
2,17.93,0,8,0.849
1,28.5,0,6,2.139
1,22.3,1,11,2.037
1,21.88,1,23,2.254
3,13.38,1,4,0.877
2,22.12,1,6,0.55
3,28.55,1,11,1.298
2,15.91,1,21,0.603
4,23.24,1,19,0.02
2,3.38,0,15,0.118
4,21.96,1,17,0.018
1,11.39,1,20,1.417
1,3.06,1,11,0.41
1,6.23,0,12,0.457
0,24.86,0,12,4.192
2,7.44,0,15,0.264
0,21.97,1,13,3.674
4,24.96,1,12,0.02
0,21.52,1,21,6.748
4,22.43,0,6,0.025
0,16.01,0,5,2.568
4,17.32,0,3,0.018
0,0.8,0,3,0.2
4,13.34,1,12,0.02
2,2.12,1,11,0.059
3,2.05,0,20,0.154
0,24.07,0,2,4.186
2,28.32,1,15,1.11
1,27.59,0,22,2.378
3,19.68,1,3,0.794
0,16.55,1,12,3.225
3,7.77,0,16,0.532
4,9.21,1,16,0.018
1,22.94,1,22,1.982
4,19.99,1,10,0.027
0,12.27,1,9,2.643
2,22.09,1,15,0.783
2,5.56,0,5,0.28
3,3.25,0,0,0.108
0,18.53,0,23,3.461
3,18.14,1,17,1.12
0,15.44,1,14,2.951
2,14.69,0,1,0.528
0,18.26,1,6,5.061
4,27.26,1,16,0.033
2,13.28,1,1,0.376
0,13.39,0,23,2.714
1,3.39,0,12,0.221
4,26.09,1,14,0.053
1,3.98,1,16,0.312
1,25.18,1,2,2.449
1,27.37,0,19,3.265
1,4.98,0,7,0.415
2,22.91,1,9,1.281
3,24.74,1,13,1.155
4,11.2,0,6,0.022
1,8.92,0,9,0.692
1,0.65,1,11,0.053
4,29.59,1,0,0.036
3,22.18,1,18,1.71
3,1.01,0,9,0.061
3,20.65,1,4,0.915
4,3.84,0,14,0.01
4,2.17,1,23,0.01
2,4.87,1,17,0.259
4,25.35,1,11,0.033
3,10.89,0,9,0.49
3,0.7,0,12,0.028
0,5.4,0,21,1.512
4,7.01,0,5,0.01
1,10.97,1,15,0.799
1,18.14,1,8,2.023
1,5.85,1,6,0.576
0,29.4,1,8,8.1
1,17.45,1,2,1.4
0,4.15,0,9,0.813
2,1.18,1,19,0.048
1,2.62,0,1,0.165
0,18.69,0,9,2.883
1,7.11,1,21,0.755
1,3.36,1,21,0.363
4,22.83,0,8,0.024
4,17.17,1,9,0.019
4,8.87,1,9,0.01
3,9.83,1,13,0.468
2,18.44,0,1,0.503
1,14.59,1,8,1.335
1,6.72,1,3,0.608
0,2.38,0,10,0.538
3,3.51,0,16,0.178
0,16.86,0,6,4.113
2,16.0,1,10,0.516
3,8.01,1,6,0.64
3,19.92,1,10,1.189
4,16.72,0,23,0.028
4,27.45,0,7,0.046
4,18.12,1,17,0.015
3,21.36,1,10,0.726
4,16.85,0,9,0.01
2,24.43,0,15,0.844
4,18.62,0,19,0.032
2,8.89,0,21,0.25
3,20.22,0,3,1.166
3,7.45,0,12,0.528
1,2.14,0,13,0.148
1,16.13,0,21,1.74
2,10.0,0,22,0.287
0,4.34,1,0,0.611
4,15.7,0,9,0.033
1,16.27,1,2,1.632
3,4.32,1,9,0.16
2,19.53,0,13,0.468
4,6.12,0,4,0.01
0,27.43,1,8,7.106
2,3.42,0,3,0.128
4,18.59,0,6,0.022
0,26.37,1,5,4.278
4,21.86,1,7,0.035
3,15.35,0,18,1.088
3,6.86,1,9,0.364
3,17.33,0,14,0.548
0,6.7,1,5,1.49
0,13.57,0,16,1.601
3,6.89,0,9,0.479
0,16.72,0,17,3.085
2,2.91,1,11,0.164
2,28.8,0,16,0.695
0,28.19,0,15,5.422
3,22.31,0,21,0.742
4,24.11,1,11,0.029
4,29.24,1,7,0.039
3,24.08,1,22,0.805
4,15.69,0,0,0.019
2,14.14,1,6,0.7
3,3.18,0,20,0.162
3,29.04,1,20,2.023
2,7.58,1,1,0.226
0,25.02,1,11,4.474
2,17.12,1,2,0.688
2,13.21,1,2,0.487
4,8.22,0,18,0.01
0,7.37,0,5,1.47
0,12.4,0,16,2.859
0,11.15,0,23,1.745
4,26.78,1,21,0.046
2,18.12,0,20,0.758
1,27.33,0,0,2.534
0,26.81,1,3,5.719
3,2.16,1,19,0.093
3,23.21,0,2,0.851
2,14.05,1,20,0.406
1,15.69,0,4,0.933
1,13.27,1,5,1.269
1,25.93,1,6,1.718
1,6.53,1,15,0.449
2,27.76,1,9,0.596
0,13.39,1,15,3.469
1,14.37,1,3,1.227
2,21.0,1,23,0.974
1,4.77,0,20,0.375
0,1.02,1,18,0.181
4,8.94,1,15,0.02
4,13.87,1,3,0.027
4,8.3,1,13,0.015
3,24.58,0,13,0.754
4,8.47,0,1,0.013
1,11.23,1,22,0.833
1,4.02,1,2,0.27
4,6.11,1,16,0.01
4,3.07,1,3,0.01
1,15.87,1,19,1.773
2,24.19,0,13,0.697
0,8.43,1,4,1.636
2,19.01,1,12,1.013
0,21.59,0,0,4.412
2,24.67,1,4,1.129
0,12.64,1,23,2.726
1,11.19,1,13,0.848
3,11.64,0,9,0.786
0,21.5,1,1,4.253
4,17.56,1,20,0.021
3,3.14,1,2,0.217
0,8.5,1,5,1.849
2,22.19,0,15,0.487
2,5.19,1,17,0.282
2,7.42,1,23,0.347
1,27.42,1,5,2.022
0,27.74,1,19,5.323
4,23.43,1,11,0.045
1,17.72,1,14,2.037
1,11.48,0,17,0.991
4,6.0,0,9,0.01
2,3.53,0,4,0.178
2,25.74,1,3,1.255
2,29.76,1,16,0.892
4,11.44,1,17,0.014
4,28.04,1,22,0.042
4,28.03,0,6,0.042
3,5.72,1,12,0.282
1,7.47,1,13,0.557
0,24.97,0,8,6.857
2,11.47,1,8,0.372
1,15.96,0,3,1.299
4,13.28,1,14,0.028
4,22.05,1,10,0.025
3,1.74,1,16,0.069
2,11.31,1,14,0.642
4,12.62,1,17,0.013
3,25.93,1,11,1.294
2,10.45,0,5,0.3
3,8.39,0,16,0.421
2,8.67,1,18,0.216
0,27.81,0,22,5.252
0,3.51,0,21,0.952
4,26.8,1,2,0.054
4,22.05,0,9,0.037
2,15.41,0,22,0.732
1,4.98,0,10,0.464
4,13.3,0,17,0.015
1,7.05,1,15,0.483
4,6.32,0,0,0.01
2,27.53,1,13,0.694
0,7.1,1,10,1.557
0,7.26,0,14,1.421
3,3.52,1,6,0.209
4,2.09,0,23,0.01
1,10.31,0,21,0.86
3,28.07,1,1,1.161
4,19.07,1,22,0.021
2,16.18,1,11,0.874
0,26.41,1,8,6.889
2,6.23,0,21,0.206
1,6.87,0,20,0.648
0,26.06,1,2,4.935
4,4.27,0,18,0.01
2,19.44,1,0,0.558
2,14.69,1,11,0.474
1,24.17,1,5,1.885
3,14.16,1,15,0.584
4,18.53,0,11,0.024
0,24.29,0,1,3.534
2,14.33,1,11,0.393
0,27.04,1,7,5.476
1,2.57,0,6,0.164
0,5.67,0,0,0.969
3,3.7,1,17,0.254
2,14.87,0,21,0.509
1,19.85,0,0,1.235
4,29.51,0,15,0.028
4,10.84,0,11,0.02
1,26.53,0,5,2.508
4,21.95,0,5,0.016
1,15.65,0,7,1.119
3,1.22,0,18,0.065
0,2.62,1,23,0.598
1,15.62,0,1,1.447
2,22.91,1,15,0.654
4,14.23,1,18,0.012
2,9.63,0,14,0.498
0,10.45,1,14,1.513
4,6.36,0,11,0.01
0,11.42,1,8,2.684
0,7.76,0,9,1.497
1,24.06,0,23,1.821
3,4.13,0,3,0.27
2,12.92,1,7,0.4
4,10.66,1,3,0.015
4,27.42,1,11,0.016
4,13.6,0,7,0.01
1,17.6,1,18,1.418
2,19.23,1,14,1.076
2,20.49,0,15,0.454
4,2.39,1,17,0.01
0,23.77,1,13,5.788
4,4.54,1,19,0.01
2,14.71,1,10,0.346
3,12.44,0,16,0.416
1,4.43,1,12,0.427
1,8.45,0,10,0.902
1,7.7,1,7,0.813
2,1.15,0,2,0.045
4,5.18,1,18,0.01
1,7.82,1,16,0.56
1,8.65,0,13,0.885
1,21.97,0,2,1.676
4,29.53,0,0,0.02
3,21.26,1,16,1.005
0,20.28,0,16,4.918
1,16.93,0,14,1.616
4,11.67,0,12,0.018
1,2.21,0,10,0.157
3,13.74,1,20,0.585
4,9.38,0,13,0.01
0,2.9,1,16,0.525
2,10.21,1,18,0.27
2,10.01,1,4,0.503
1,7.0,1,11,0.74
0,28.64,0,5,6.776
2,7.28,1,11,0.194
0,8.1,1,12,1.326
0,15.32,1,14,4.381
2,16.0,1,17,0.397
2,25.26,0,23,0.974
3,16.06,0,8,0.68
3,19.72,1,11,0.794
1,1.22,1,5,0.124
3,9.93,0,12,0.608
3,2.97,0,8,0.179
2,8.58,1,21,0.246
4,26.99,0,20,0.034
3,6.44,0,11,0.227
1,19.6,1,19,1.78
0,1.19,1,11,0.407
0,27.92,1,23,4.06
2,24.51,0,9,0.881
2,19.19,1,22,0.538
3,28.81,1,20,2.29
1,19.53,0,1,1.93
3,22.21,0,18,0.909
0,27.08,1,7,7.648
3,16.06,0,19,0.893
1,27.46,0,18,2.507
2,18.84,0,15,0.861
0,18.76,0,1,2.665
2,6.67,1,18,0.187
1,17.81,0,14,1.272
4,0.63,1,16,0.01
3,17.2,0,11,1.12
0,6.13,0,2,1.533
4,15.98,0,4,0.032
1,15.81,1,22,1.383
4,27.87,0,12,0.044
2,8.4,0,22,0.263
4,3.63,1,20,0.01
2,26.19,0,2,1.368
1,28.3,0,2,2.121
4,20.92,0,12,0.011
0,2.79,1,5,0.69
3,3.51,0,20,0.183
4,5.34,1,17,0.01
1,16.66,1,4,1.144
4,16.42,0,2,0.023
1,29.58,1,23,3.064
3,5.59,0,7,0.335
3,4.59,0,22,0.157
0,21.97,1,5,5.858
0,24.05,1,3,3.724
3,20.96,1,15,1.277
0,16.2,1,7,2.349
1,25.49,1,4,1.93
2,4.31,0,21,0.1
1,19.66,1,14,1.891
3,2.72,1,8,0.221
2,14.15,1,6,0.352
4,18.43,1,5,0.027
0,29.02,1,12,5.532
2,15.65,0,19,0.409
1,6.67,1,22,0.513
4,7.71,1,2,0.01
